Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD,Spend_ILS,Spend_AUD,Spend_TWD,Spend_BRL,Spend_ARS,Spend_ZAR,Spend_CLP
AR06397838672019849217,PEOPLE FOR PROVENZA,Registered in US-WY ,US,,9,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10847395103861899265,MCCLELLAN FOR GOVERNOR,EIN ID 85-1453412,US,,6,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06627151923755614209,PALE RIDER PUBLIC AFFAIRS LLC,EIN ID 88-4095212,US,,14,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04156435427969990657,GHICI COMPUTERS SRL,,"AT, BE, BG, CY, CZ, DE, DK, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,133,0,2250,0,100,1500,500,20000,250,10750,1000,0,0,0,0,0,0,0,0,0
AR13058410973256220673,Anis Khan,,IN,,2,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10034159470319239169,McKelvey For Senate,EIN ID 88-1759801,US,,4,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08213154634588487681,Delco Victory 2021,EIN ID 86-2788387,US,,6,18300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04658127602878251009,William Trent Minner,Registered in US-AR 220102,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02310822010181124097,FAITH AND POWER PAC,EIN ID 84-4487591,US,,7,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09439645767879884801,Nacionalinis susivienijimas,,"AT, BE, DE, ES, FI, FR, IE, IT, LT, LU, NL, SE",,16,0,1850,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR07489768686085996545,Filippos Kampouris,,GR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00640977208403296257,CITIZENS FOR ERIKA HAROLD,,US,,16,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10913225132759580673,Γιώργος Βρεττάκος,,"AT, BE, DE, DK, ES, FI, FR, GR, IT, LU, NL, SE",,2,0,150,0,0,0,500,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR07549549270727131137,ELEICAO 2022 RICARDO ALBERTUS ZAMPIERI DEPUTADO ESTADUAL,,BR,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0
AR07381177481753001985,CARLOS ALBERTO BARROS BORDALO,,BR,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0
AR00591689847341580289,GEORGIA ALLIANCE EDUCATION FUND INC,EIN ID 47-4735442,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12024369730996404225,BALNEARIO CAMBORIU CAMARA DE VEREADORES,,BR,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
AR08695039794717130753,Craig Snow,EIN ID 84-4504978,US,,7,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09855342046003331073,JEFF MERKLEY FOR OREGON,FEC ID C00437277,US,,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17059266364889366529,CANDELORA FOR STATE REP,EIN ID 26-2187376,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16636772424846671873,SHAWN D. TERRY,EIN ID 83-3269246,US,,38,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11078486059741347841,"REFORM AUSTIN, INC.",EIN ID 82-4329726,US,,406,76500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17898405942626615297,Glenneda Zuiderveld,,US,,7,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10289931644743712769,Bhaskar,,IN,,4,0,0,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13665652450500018177,Mateusz Godlewski,,"AT, CZ, ES, FR, HU, PL",,7,0,1650,0,0,1500,0,0,7500,0,0,0,0,0,0,0,0,0,0,0
AR17853734984213331969,"CHARLIE FOR GEORGIA, INC",EIN ID 82-4260841,US,,4,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05361907609790054401,ELEICAO 2022 JESUS ALVES DOS SANTOS DEPUTADO ESTADUAL,,BR,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0
AR05929464310773317633,SHONTEL BROWN FOR CONGRESS,FEC ID C00764381,US,,8,39200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10481918950617645057,AIDS Healthcare Foundation,EIN ID 95-4112121,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK, US",,118,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06176402802621808641,PvdA Geldrop-Mierlo,,"BE, DE, ES, FR, IT, NL, PT",,9,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14419840323901456385,MARCUS FOR GEORGIA,FEC ID C00768101,US,,2,88300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06584738056555724801,BELLONE FOR SUFFOLK,EIN ID 45-5421866,US,,45,31600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01971890953849405441,David Dwyer,,US,,2,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11525186847781158913,JIM LAMON FOR SENATE,FEC ID C00778407,US,,22,122800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06519047390756864001,ELEICAO 2022 PAULO SERGIO DE SA BITTENCOURT CAMARA DEPUTADO ESTADUAL,,BR,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0
AR02001561893600231425,María Florencia Casamiquela,,AR,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0
AR00903447126627844097,"Sullivan for Illinois, NFP",EIN ID 87-2017544,US,,141,123400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14867483393406271489,Constantine for Supervisor 2022,Registered in US-CA 1437833,US,,7,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14591015111612170241,SHELBY H WILLIAMS III,,US,,4,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13291100653402193921,TAKE BACK COLORADO,EIN ID 84-2968942,US,,28,18300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16235866536621899777,Kövess minket 2022 Korlátolt Felelősségű Társaság,,HU,,7,0,127300,0,0,0,0,50100000,0,0,0,0,0,0,0,0,0,0,0,0
AR03732816859330772993,BIJ1,,"AT, BE, BG, DE, ES, HR, NL, SI",,3,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16315841473373274113,"Contra Costans for Progress and Justice, a coalition of business, labor and people that care about public safety in support of Mary Knox for District Attorney 2022",Registered in US-CA 1441507,US,,4,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08043640040716238849,Flamesite s.r.o.,,"AT, BE, BG, CZ, DE, ES, GB, HR, HU, PL, RO, SK",,236,0,1550,0,0,40500,0,0,250,0,0,0,0,0,0,0,0,0,0,0
AR15831130843239153665,COMMITTEE TO ELECT TEDRA COBB,EIN ID 82-1958803,US,,33,41000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17753990347358208001,John T. Smithee,Registered in US-TX 00020664,US,,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17581683921664344065,DONALD RALEIGH,Registered in US-MN ,US,,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08503048606192762881,Felix Ellis,,AU,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0
AR07664001009475125249,Bradford Lefavour,,US,,2,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05709082220191285249,Don Bacon for Congress,FEC ID H6NE02125,US,,1,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03212641516002476033,ΕΙΡΗΝΗ ΚΑΡΑΛΑΡΙΩΤΟΥ,,"AT, BE, BG, CY, CZ, DE, DK, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK",,24,0,2750,0,0,0,0,0,0,250,1000,0,0,0,0,0,0,0,0,0
AR01953042507050778625,Mcomm marketing&communicatie,,"AT, BE, DE, DK, ES, FI, FR, IE, IT, LU, NL, SE",,15,0,300,0,0,0,500,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR02896289961739288577,CAMPAIGN FUND OF DEAN SCHAMORE,EIN ID 83-1720602,US,,62,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10976209694284054529,Eleicao 2022 Julia Lucy Marques Araujo Deputado Federal,,BR,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101500,0,0,0
AR07177464159246745601,JULIE OLIVER FOR CONGRESS,FEC ID C00700716,US,,19,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08656393885146152961,CALWORTH GLENFORD LLC,EIN ID 83-0326910,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17649833439060295681,מרצ,,IL,,296,0,0,0,0,0,0,0,0,0,0,0,0,573750,0,0,0,0,0,0
AR01224610075054702593,KELLI BUTLER FOR ARIZONA,Registered in US-AZ 201600317,US,,3,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06946507756102746113,YES AGENCY,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SK",,27,0,7200,0,100,1500,500,20000,0,35000,0,0,0,0,0,0,0,0,0,0
AR11332179332555603969,Eleicao 2022 Felipe Augusto Lyra Carreras Deputado Federal,,BR,,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99500,0,0,0
AR14342188414701404161,DAVID JAMES FOR MAYOR,EIN ID 86-1224032,US,,3,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02995734466279768065,FRIENDS OF JAZZ LEWIS,FEC ID C00792382,US,,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02418810029307068417,Ariel Kelley for Assembly 2024,Registered in US-CA 1464228,US,,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17899179655215185921,Midwest Values PAC,FEC ID C00416131,US,,6,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17536331266041839617,DOUGHTY COMMITTEE,EIN ID 87-4531269,US,,10,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02500461583851847681,Florida Planned Parenthood PAC,Registered in US-FL ,US,,5,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06775630764244467713,Barry O'Rourke,,AU,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0
AR05201435536983588865,FRIENDS OF REGGIE MILLER,Registered in US-MI 520450,US,,24,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00654585039186558977,Senator Larissa Waters,,AU,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0
AR04122218729192816641,Neighbors for Results,FEC ID C00865725,US,,14,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01626640179559137281,Friends of Rick Garcia,Registered in US-IL 36997,US,,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17064512134865485825,Jana Rericha,,"AT, BG, CZ, DE, HR, HU, IE, IT, PL, SE",,3,0,450,0,0,1500,0,0,250,0,0,0,0,0,0,0,0,0,0,0
AR08079058127745449985,ELEICAO 2022 JOSE SIMPLICIO ALVES DE ARAUJO GOVERNADOR,,BR,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,0
AR11358821736247197697,MB Ryški reklama,,LT,,3,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13323718112516767745,東森新媒體控股股份有限公司,,TW,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162000,0,0,0,0
AR03137760376104419329,DW PAC,FEC ID C00837138,US,,30,33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12693645207602724865,ELEICAO 2022 WILSON CALDEIRA PAIVA DEPUTADO FEDERAL,,BR,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69500,0,0,0
AR11224436332723961857,SHELBIE BOSTEDT,,US,,113,11900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15281188937008152577,REP. JOE CUNNINGHAM - U.S. HOUSE OF REPRESENTATIVES,EIN ID 53-6002523,US,,14,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05423800012670763009,JASON RITTEREISER FOR CONGRESS,FEC ID C00650028,US,,10,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17784785297230266369,LINKS,,"AT, BE, DE",,3,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14140933806353285121,"THE SINGULARIS GROUP, LLC",EIN ID 48-1224929,US,,11,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08890581065769418753,REP. ANTHONY BRINDISI - U.S. HOUSE OF REPRESENTATIVES,EIN ID 53-6002523,US,,3,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12204367962081067009,Osaühing Initiative,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,9,0,1250,0,100,1500,0,20000,250,0,1000,50,0,0,0,0,0,0,0,0
AR03584191165320134657,FLAVIA CAROLINA PERES,,BR,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0
AR11686217403775057921,Juan Carlos Polini,,AR,,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0
AR16608498689496842241,United For Better,EIN ID 88-3875755,US,,2,13700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16864446098586992641,Caleb Fisher,,US,,10,40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07357773071085731841,凱恩解方有限公司,,TW,,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514000,0,0,0,0
AR11209156625791188993,ELEICAO 2022 LORENY MAYARA CAETANO ROBERTO DEPUTADO FEDERAL,,BR,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500,0,0,0
AR15790095694901018625,ELIZABETH ADAMS 2021,Registered in US-NY ,US,,3,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03339963038353588225,Jaime Mercado,,US,,5,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03678523078230409217,Comité National Contre le Tabagisme,,"AT, BE, BG, CY, CZ, DE, DK, ES, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE",,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17862135527927447553,Gerbrand Henricus Andreas van den Eeckhout,,NL,,1,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12525732602172145665,Andrés Marín García,,ES,,3,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02120697208285167617,Nancy Liu,,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16082829670680100865,TASK FORCE GRIGGS FOR CONGRESS,FEC ID C00741397,US,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07998747324551528449,COMMITTEE TO ELECT GEORGE MARQUEZ FOR DISTRICT ATTORNEY 2022,Registered in US-CA 1442435,US,,8,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04260880648832548865,J M MOLINA INVESTMENT COMPANY,EIN ID 83-3442400,US,,12,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12885273935247048705,CHANDER FOR COUNCIL,EIN ID 84-3361990,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14375120986976550913,VALOR PAC,FEC ID C00583153,US,,43,29100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07424659387060322305,DORA WILSON FOR SCHOOL BOARD,EIN ID 85-2390432,US,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02360889371663532033,SARAH FOR WISCONSIN,FEC ID C00776740,US,,3,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02756669371039350785,Rich Knows Bethel 2023,EIN ID 92-1144614,US,,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12916463437994786817,We Believe in Lori Mizgorski,Registered in US-PA 2022C0628,US,,3,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03034387179078942721,ELEICAO 2022 ENEIAS JOSE DOS REIS DEPUTADO FEDERAL,,BR,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0
AR08512129713244733441,KYLE LABRUE FOR CONGRESS,FEC ID C00794156,US,,6,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11977881932697436161,Stichting Save the Children Nederland,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,329,0,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06804434773436530689,FRIENDS OF BLAIR MILO,FEC ID C00800888,US,,2,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08646542260961280001,ROGER FOR WISCONSIN,FEC ID C00733600,US,,3,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15142131708578496513,Eleicao 2022 Leonardo Barreto de Moraes Governador,,BR,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0
AR03839743712296960001,Re-elect Ken Cooley for Assembly 2022,Registered in US-CA 1435371,US,,4,84600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15666010516306788353,BE THE CHANGE PA,Registered in US-PA 20170229,US,,1,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06739851865602654209,中國青年救國團,,TW,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0
AR05845285288233926657,Atrey Sati,,IN,,2,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14612907144035434497,CTE PETER J. LUCIDO FOR PROSECUTOR,EIN ID 85-0678326,US,,25,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13886564265168470017,GINO FOR SENATE,FEC ID C00790279,US,,25,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05625471335925809153,JOSH WINEGARNER FOR CONGRESS,FEC ID C00723536,US,,38,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00535539747016146945,Kleber Cabral,,BR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
AR14726346438732677121,ELEICAO 2022 JOSE ROBERTO ARRUDA DEPUTADO FEDERAL,,BR,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37500,0,0,0
AR08059739708445425665,ELEICAO 2022 ALESSANDRO RIBEIRO FERNANDES DEPUTADO FEDERAL,,BR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0
AR03274592330438410241,COMMITTEE TO ELECT BRIAN EPPERSON SMUSD SCHOOL BOARD 2020,Registered in US-CA 1427250,US,,13,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13913085310264147969,KALEB OAKLEY MOODE,,US,,6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04822923711319375873,Michal Kaliňák,,"AT, CY, CZ, DE, HU, NL, PL, SK",,8,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13895352386731376641,VICENTE GONZALEZ FOR CONGRESS,FEC ID C00592659,US,,14,35300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13957130646561226753,FRIENDS OF JOE RUBAY FOR ASSEMBLY 2020,EIN ID 84-4039899,US,,3,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10563533087407341569,Robert for DC,Registered in US-DC FEPMYR220067,US,,1,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07617738989016973313,Marcus Finselberger,,DE,,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15166619687954939905,DEMOCRACY Deutschland e.V.,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,3,0,2300,0,0,1500,0,20000,250,0,0,0,0,0,0,0,0,0,0,0
AR17703223524681842689,"IKI MEDIA SOLUTIONS, S.L.",,ES,,7,0,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11438774029930987521,VILLALBA FOR DALLAS,EIN ID 83-3183761,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14637260708115382273,Anushrav Gupta,,IN,,3,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06845946834943213569,LULU FOR TEXAS,FEC ID C00721670,US,,5,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14144030031097102337,ELI FOR COLORADO,EIN ID 87-2046672,US,,3,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02990021128983937025,COMMITTEE TO ELECT JOANNE M BROWN FOR SENATOR,EIN ID 66-0951364,US,,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09820574388821426177,VAL DEMINGS FOR U.S. SENATE,EIN ID 45-2704999,US,,137,1987400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07683577539129769985,ELEICOES 2022 PAULO HUGENNEYER KOGOS DEPUTADO ESTADUAL,,BR,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000,0,0,0
AR01170548875023351809,Francesca Maletti,,"AT, BE, DE, FR, GB, GR, IT, LU, NL, PT, RO, SI",,13,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08931113462415753217,BERNIE MORENO FOR OHIO,FEC ID C00775585,US,,17,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05733293431875174401,Noarimgroup,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,186,0,13150,0,100,1500,500,20000,250,63750,1000,0,0,0,0,0,0,0,0,0
AR10706885901608288257,Sloboda a Solidarita,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,1926,0,160200,0,100,15000,500,240000,2000,250,1000,50,0,0,0,0,0,0,0,0
AR14581616623656894465,ELEICAO 2022 GUSTAVO GAYER MACHADO DE ARAUJO DEPUTADO FEDERAL,,BR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0
AR01313052041613934593,VÄNSTERPARTIET GÄVLEBORG,,SE,,6,0,950,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0
AR08159248878013513729,JEFFREY H CASON,EIN ID 27-1368840,US,,27,18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00375699000042455041,Emma Cavallucci,,"AT, BE, DE, DK, ES, FI, FR, IE, IT, LU, NL, SE",,14,0,3100,0,0,0,500,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR16671956796935503873,LONE STAR VOTES,Registered in US-TX 00085022,US,,28,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12142179996730916865,BOROWSKY FOR SCOTTSDALE,Registered in US-AZ COS202006,US,,2,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09939057349513707521,Partido Popular Regional De Canarias,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,333,0,6300,0,100,1500,500,20000,250,250,1000,50,0,0,0,0,0,0,0,0
AR07358710026791288833,Oswego Creative INC,EIN ID 84-1286348,US,,1,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11083834084298850305,ANN WAGNER FOR CONGRESS,EIN ID 45-1991408,US,,14,101600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12861488990477352961,UNDAÇÃO FRANCISCO MANUEL DOS SANTOS,,"BE, DE, NL, PT",,141,0,16550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09363119174471122945,INFOR PL Spółka Akcyjna,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,13,0,29350,0,100,1500,500,20000,131750,250,1000,0,0,0,0,0,0,0,0,0
AR01016009320283766785,Socialdemokraterna Skåne,,SE,,3,0,50,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR18146595953585422337,Pietro Bean,,IT,,6,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14597632453624463361,JANET ADKINS,,US,,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14240857423085568001,"Stephanie Hilferty Campaign Committee, LLC",EIN ID 47-2983343,US,,46,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14594389993834151937,Colangelo for Supervisor 2022,Registered in US-CA 1440225,US,,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00404287539315212289,BLAKEMORE FOR ELECTION REFORM,EIN ID 85-4265904,US,,2,17200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
