Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD,Spend_ILS,Spend_AUD,Spend_TWD,Spend_BRL,Spend_ARS,Spend_ZAR,Spend_CLP
AR02464562219967315969,FRIENDS OF CINDY FISHER,EIN ID 92-2885368,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17221631315682525185,EDUCATE OHIO ACTION FUND,EIN ID 92-3434222,US,,1,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01945269853195599873,ANGELIA ORR CAMPAIGN,EIN ID 87-3086529,US,,3,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08976279922616041473,Willett for Delegate,EIN ID 83-3449077,US,,10,27800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17671755914211753985,Mike Naig For Iowa Agriculture,EIN ID 83-0595416,US,,6,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11256986481111072769,Committee to Elect Rick Kuss for Sheriff,EIN ID 88-2068323,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06782896440160026625,CHERYL BUTLER COMMITTEE TO ELECT,EIN ID 84-5039561,US,,230,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09862514160351313921,TOM WOLF FOR GOVERNOR,EIN ID 46-2412300,US,,13,76900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15702778253859094529,LEADING COLORADO FORWARD,EIN ID 83-2522034,US,,90,228200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11944021613126615041,SPEAK UP,EIN ID 32-0487626,US,,2,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14048057578118709249,Karthik for Texas,EIN ID 92-2982828,US,,9,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10992204118134620161,BILAL MAHMOOD FOR DCCC 2024,EIN ID 93-3833007,US,,7,27800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08134966988347801601,FREEDOM CLUB STATE PAC,EIN ID 41-1858156,US,,7,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05895687313568038913,IRON LIBERTY CONSULTING GROUP,EIN ID 47-3372162,US,,9,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00644490148054040577,ADVANCING AMERICAN FREEDOM INC,EIN ID 86-1778799,US,,22,33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03112462743853072385,PEACEHEALTH,EIN ID 91-0565889,US,,1,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14240797224823947265,PRIORITIES USA ACTION AND SMP,"EIN ID 27-2896127, EIN ID 37-1635320",US,,36,510500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18225698668378324993,DAVID STRAZ FOR MAYOR,EIN ID 82-5389885,US,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01093194452438089729,FELIPE MARTIN FOR ELK GROVE CITY COUNCIL 2022,EIN ID 87-2936865,US,,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09226633806818050049,Everytown for Gun Safety Victory,EIN ID 81-3928802,US,,107,548800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00679758357904490497,"BlueGreen Alliance, Inc.",EIN ID 26-4086284,US,,1,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13925626408610037761,EMPIRE STATE VOICES INC,EIN ID 92-2925787,US,,39,169100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07477518614724083713,New Yorkers Together,EIN ID 46-3535222,US,,5,53700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07483913511790182401,CONSUMER ENERGY ALLIANCE INC,EIN ID 26-1658339,US,,2,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13457724528125804545,STATES UNITED ACTION INC,EIN ID 86-1686219,US,,17,38700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06760378442023174145,MOBILIZE LLC,EIN ID 83-2069069,US,,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09163285444383735809,COUNTERPOINT BUSINESS SERVICES LLC,EIN ID 83-2853152,US,,6,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06945026026745364481,VINCENT MORALES,EIN ID 84-2256073,US,,3,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14742248194368864257,John McGovern Campaign,EIN ID 47-3982267,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02566766601772728321,Friends of Megan Sullivan,EIN ID 86-2290784,US,,1,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01710154066283200513,Orbit Interactive Inc,EIN ID 46-3421004,US,,17,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15897021001678979073,MATTHEW SCOTT LEHMAN,EIN ID 81-3518183,US,,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06309306064470802433,LEADERSHIP FOR OHIO FUND,EIN ID 92-2678973,US,,19,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12939317130775494657,"ARCADE CITY, INC.",EIN ID 81-1577950,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15384771728437673985,FACTS AND FAIRNESS PAC,EIN ID 85-2894999,US,,41,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00123427773720035329,Cindy Gustafson To Elect For Placer County Supervisor-District 5-2020,EIN ID 83-4525950,US,,2,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18014600338585157633,Friends of Tanner Magee,EIN ID 88-3225456,US,,20,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13096225720756076545,PAULA VILLESCAZ FOR ASSEMBLY 2024,EIN ID 92-1842033,US,,2,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11827330134833102849,EQUALITY CALIFORNIA VOTES,EIN ID 83-4313403,US,,2,15700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05321460700172779521,SCHREINER FOR LEGISLATURE % CASEY SCHREINER,EIN ID 92-0804669,US,,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07708250923654447105,FRIENDS OF PAUL FERRO,EIN ID 83-2333865,US,,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01898594416365404161,DENUCCI FOR SENATE,EIN ID 88-1259001,US,,7,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14916196431441166337,WILLIAM RIVERA NYC,EIN ID 85-3239713,US,,5,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16328318662605799425,Greater New Orleans Housing Alliance Inc,EIN ID 46-2122510,US,,2,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15373315092154155009,"NRDC ACTION FUND, INC.",EIN ID 13-3976062,US,,59,212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08104849165839761409,MAJORITY FORWARD,EIN ID 47-4368320,US,,9,196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16067995334676054017,GETTING THINGS DONE PC,EIN ID 82-4390899,US,,2,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05776306670351155201,Campaign Fund of Andrew Myers,EIN ID 84-5052024,US,,23,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16303506052421255169,OHIO FEDERATION OF TEACHERS,EIN ID 31-4269484,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00605634163042680833,New Mexico Rocks,EIN ID 85-3032232,US,,4,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08350149110484959233,SUZETTE MARTINEZ VALLADARES FOR ASSEMBLY,EIN ID 84-2930961,US,,14,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04477053430946332673,ORANGE COUNTY ASIAN AND PACIFIC ISLANDER COMMUNITY ALLIANCE INC,EIN ID 91-2047245,US,,1,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05738061326610071553,MONIQUE FOR NYC,EIN ID 83-2310915,US,,5,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11200256594560417793,JACOB KUPIN FOR DISTRICT 19,EIN ID 92-3882095,US,,7,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06277113154283503617,MB Media Group LLC,EIN ID 86-1744631,US,,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10991510291937755137,ELECT MICHELLE ROMERO,EIN ID 82-3863525,US,,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17473597530607452161,FLORIDIANS FOR TAX FAIRNESS,EIN ID 83-1803485,US,,2,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14637174190294171649,JOHN COOPER FOR NASHVILLE,EIN ID 83-4401778,US,,19,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05421060304572252161,BENNETT FOR SC SENATE,EIN ID 45-3618499,US,,5,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10237157354353197057,DALIA FOR CONGRESS,EIN ID 84-4058308,US,,6,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00675254758277120001,MAC WALKER FOR HISD,EIN ID 87-2284360,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13501105999917875201,Ad Empower Network,EIN ID 85-2017884,US,,11,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06204438734222393345,SEARCH FOR BUSINESSES LLC,EIN ID 84-2971142,US,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07929662844314845185,Cerebral Digital Inc.,EIN ID 32-0610273,US,,4,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09222422402405761025,The Family Leader Inc,EIN ID 42-1469051,US,,2,30800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11502668849644306433,FRIENDS OF AIMEE WINDER NEWTON,EIN ID 84-2922537,US,,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09021185454963163137,PERISE PRACTICAL INC,EIN ID 84-4058992,US,,6,235100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10876668501439807489,ABBSON LLC,EIN ID 46-4164440,US,,24,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05017485386230792193,KANSANS FOR CLIFFORD,EIN ID 84-3006615,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01524104329357688833,Nizel Co,EIN ID 30-0966924,US,,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04472549831318962177,"ANDY BARR FOR CONGRESS, INC.",EIN ID 27-0882383,US,,9,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17371484408267145217,Asset Marketing Services LLC,EIN ID 27-1448277,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK, US",,68,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12524985965057409025,FRIENDS FOR AL TAYLOR,EIN ID 82-1263969,US,,2,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10962236894359846913,CITIZENS FOR EVELYN,EIN ID 83-4326883,US,,1,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15212394178085388289,FRIENDS OF CORY KUHLMAN,EIN ID 99-0924713,US,,18,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09406243223103340545,DR FRIESE FOR ARIZONA,EIN ID 86-2725334,US,,14,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08106954730606952449,MARTIN LOONEY FOR STATE SENATE,EIN ID 06-1589708,US,,9,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14897538543751528449,"YES ON MEASURE V, VOTE AFFORDABLE SAN JOSE, SUPPORTED BY MAYOR  SAM LICCARDO",EIN ID 83-1848881,US,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08290622650468794369,Rebecca Jill Jones for NM House,EIN ID 88-0996111,US,,4,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15535199418927022081,Heidi For Indiana,EIN ID 88-3054134,US,,17,13400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01288504894768021505,CALIFORNIANS SUPPORTING BROWNRIGG FOR SENATE 2020,EIN ID 84-4074074,US,,22,91700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04278895047342030849,FRIENDS FOR FOXX,EIN ID 47-3999622,US,,15,22900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09845344186771963905,"DIRECTMAIL 2.0, LLC",EIN ID 46-4444909,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK, US",,643,28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04899547370989027329,SERVICE EMPLYEES INTERNATIONAL 1199 W VA & KY HOSPITAL CARE,EIN ID 55-0603480,US,,5,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13637174137267945473,JUSTICE NATHAN L HECHT OFFICEHOLDER ACCOUNT,EIN ID 75-2032192,US,,17,17600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14158948204862767105,SAN DIEGANS AGAINST HATE OPPOSING LORIE ZAPF FOR CITY COUNCIL  2018 SPONSORED BY BUILDING AND CONSTRUCTION TRADES,EIN ID 81-2229625,US,,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13659893071154774017,GRANT HARVEY FOR JUDGE CAMPAIGN,EIN ID 84-4555906,US,,2,9300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02558519989686501377,BRANDON CHAFEE,EIN ID 85-0522788,US,,5,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08325379312534421505,COMMITTEE TO ELECT DAVID GREGORY,EIN ID 46-5275333,US,,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00558077330203869185,HEALTHIER COLORADO,EIN ID 46-3981284,"DE, ES, FR, GR, HU, IE, IT, NL, PL, RO, US",,5,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18068077423064252417,FRIENDS OF ELECTRA JANIS,EIN ID 92-2896860,US,,2,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04481557030573703169,PADDY SIZEMORE FOR REPRESENTATIVE,EIN ID 85-0562484,US,,5,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18267075489954791425,WILLIAMS FOR SAN FRANCISCO COMMUNITY COLLEGE BOARD 2020,EIN ID 85-1742114,US,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16388983392034619393,Priorities USA Action & Commonwealth Communications,"EIN ID 84-4535961, FEC ID C00495861",US,,2,136100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03561661622311190529,Secure Community Network Inc.,EIN ID 20-1437733,US,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00387534864758341633,CONSERVATIVE ACCOUNTABILITY PROJECT INC,EIN ID 87-2986370,US,,6,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05426224641968439297,ACCOUNTABLE US,EIN ID 83-4158350,US,,3,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13549554880284196865,LINCOLN FOR CITY COUNCIL,EIN ID 85-2995671,US,,7,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08113086981832966145,CITIZENS FOR A STRONG DEMOCRACY,EIN ID 85-3257560,US,,2,52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05819126119902740481,"GEORGIA SAFE AND STRONG, INC.",EIN ID 85-3013276,US,,35,197000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03720448693548089345,STEVE BULLOCK FOR PRESIDENT,EIN ID 83-4533862,US,,26,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07113967637620588545,Friends of Deborah Silcox,EIN ID 81-1788923,US,,3,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01397937294215741441,JOCELYN BENSON FOR SECRETARY OF STATE,EIN ID 26-4398546,US,,4,50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14486303602777260033,TEAM JOSH,EIN ID 81-1320465,US,,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10502025307437924353,NATIONAL POLICE SUPPORT FUND,EIN ID 81-5214552,US,,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12991857190829555713,Media Specialists Inc,EIN ID 33-0332140,US,,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08552811093716631553,BLATTMAN FOR ARIZONA,EIN ID 83-4183362,US,,3,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01335792690855411713,RAS SMITH FOR GOVERNOR,EIN ID 86-3846881,US,,4,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15277776052915535873,LINDSEY WILLIAMS FOR PA,EIN ID 82-1724881,US,,49,32200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14771437754185154561,"PHDESIGNED, LLC",EIN ID 47-3317509,US,,95,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10097545765904711681,LAURIE POHUTSKY FOR HD 19,EIN ID 82-1096932,US,,4,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09152664505656803329,Karen Brill Campaign Account,EIN ID 82-0747459,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06724349645004210177,HUNTSMAN FOR GOVERNOR,EIN ID 84-3648610,US,,132,97400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12930309931520753665,DAN FLYNN CAMPAIGN,EIN ID 30-0007676,US,,2,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17548676479519293441,BETHANY HALL LONG COMMITTEE TO ELECT,EIN ID 51-0397756,US,,2,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09694473599255052289,McSwain for Governor,EIN ID 87-2542943,US,,6,70500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13979648644698079233,HARRY ARORA 2020,EIN ID 85-1197965,US,,816,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15440917739954241537,Committee To Elect Carrie Cox,EIN ID 82-1281769,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07013459802256834561,AFA Action Inc,EIN ID 20-4511516,US,,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10372265343174311937,JOHN KING FOR GOVERNOR,EIN ID 86-3296476,US,,13,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05990628218481147905,FRIENDS OF EMILY BURNS,EIN ID 87-2359147,US,,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07731524836035395585,DEFEND COLORADO IEC,EIN ID 88-2491350,US,,2,29200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08975230163889422337,OHIOANS UNITED FOR REPRODUCTIVE RIGHTS,EIN ID 92-2433361,US,,383,1433500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08250729654193750017,Nathan Johnson Campaign,EIN ID 87-3385456,US,,10,30200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11585985442750660609,REP. CLAUDIA TENNEY -  U.S. HOUSE OF REPRESENTATIVES,EIN ID 53-6002523,US,,42,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06750610655599919105,Earley for Delegate,EIN ID 86-2481527,US,,2,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11011776490260922369,REP. LEE ZELDIN - U.S. HOUSE OF REPRESENTATIVES,EIN ID 53-6002523,US,,94,9300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03683878936808259585,Doc Washburn for Governor,EIN ID 88-0625523,US,,32,38300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16006268477014802433,COLORADO DEPARTMENT OF STATE,EIN ID 84-0644739,US,,6,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02107315602019319809,CIVIC,EIN ID 83-0899623,US,,5,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09535337982832148481,Daly For Senate District 13,EIN ID 87-3653879,US,,2,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05628225887431294977,FRIENDS OF ED THOMPSON,EIN ID 83-2153841,US,,2,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14313814692512923649,MEDIA RESEARCH CENTER,EIN ID 54-1429009,"CZ, DE, ES, FR, GR, IT, NL, PL, SE, US",,3,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11310597809087971329,American Policy Roundtable,EIN ID 34-1188989,US,,33,249200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10774714361608929281,ERVIN FOR AZ SENATE,EIN ID 82-1753453,US,,10,12100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10858654102930325505,THE COMMITTEE TO KEEP UP WITH JONES,EIN ID 84-3378194,US,,8,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07010266992288464897,CAMPAIGN FOR DEMOCRACY PAC,EIN ID 92-3094878,US,,6,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08242098900232568833,DEMOCRATIC STATE CENTRAL COMMITTEE OF LOUISIANA,EIN ID 72-0748953,US,,41,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08545076029415227393,JEDA MEDIA GROUP LLC JEFFREY N BOYER SOLE MBR,EIN ID 26-0303745,US,,33,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
