Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD,Spend_ILS,Spend_AUD,Spend_TWD,Spend_BRL,Spend_ARS,Spend_ZAR,Spend_CLP
AR05283394576827023361,Citizens for Chris Dargis,FEC ID C00809186,US,,6,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02441426399374868481,FORD FOR FLORIDA,FEC ID C00729913,US,,4,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04859098812104310785,BLACKPAC,FEC ID C00609388,US,,172,411900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10842821891404595201,THELANDER FOR CONGRESS INC,FEC ID C00788299,US,,11,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04725947369865084929,Brandon Herrera for Congress,FEC ID H4TX23120,US,,5,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03336387289101107201,Wenstrup for Congress,FEC ID H2OH02085,US,,4,29900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18253213603266035713,Solages for Congress,FEC ID C00806109,US,,8,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04827476788969996289,"SCHELLER FOR CONGRESS, INC.",FEC ID H0PA07132,US,,17,204200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12427397985900429313,FRIENDS OF JIM INHOFE,FEC ID C00207993,US,,113,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01296300500928430081,THEY SEE BLUE,FEC ID C00754242,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01764657751025254401,Charise A Williams for Congress,FEC ID C00803965,US,,47,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15515376117631418369,PETER MATHEWS FOR CONGRESS,FEC ID C00720136,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09033935666676760577,SCHIFF FOR CONGRESS,FEC ID C00343871,US,,92,299600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01506626595601776641,Joseph for Georgia,FEC ID C00857490,US,,20,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16202660151591698433,Biggs for Congress,FEC ID C00610451,US,,11,55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10475087547435319297,KEN CALVERT FOR CONGRESS COMMITTEE,FEC ID C00257337,US,,319,43500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02553255802890616833,MICHAEL FLOYD FOR PRESIDENT,FEC ID C00777508,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01098509285488328705,SOREN SORENSEN FOR US HOUSE,FEC ID C00680793,US,,2,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15718038100863090689,NICHOLAS BETTS FOR CONGRESS,FEC ID C00746164,US,,13,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11265849987939958785,DEMOCRATIC COLORADO,FEC ID C00817015,US,,4,17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10800107307774509057,TENNESSEE REPUBLICAN PARTY FEDERAL ELECTION ACCOUNT,FEC ID C00040220,US,,35,28800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01161559680271515649,GIBBS FOR CONGRESS,FEC ID C00466516,US,,19,13300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11474802826949951489,HARLEY ROUDA FOR CONGRESS,FEC ID C00633982,US,,284,286300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13068941855108890625,BRIAN FITZPATRICK FOR ALL OF US,FEC ID C00607416,US,,15,39400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09935948102429048833,"Dean 24, Inc.",FEC ID C00854778,US,,77,108900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12687115551642746881,Strickland for Washington,FEC ID C00732826,US,,5,46200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06104344109072252929,Billy Strickland Committee,FEC ID C00797233,US,,7,12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05484110699355439105,FINELLO FOR CONGRESS,FEC ID C00713693,US,,22,35300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03521445885013655553,PROTECT FREEDOM POLITICAL ACTION COMMITTEE,FEC ID C00657866,US,,184,387400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00826298243997499393,PORTIA ROBERSON FOR CONGRESS,FEC ID C00805424,US,,1,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04539259400799387649,MARK RONCHETTI FOR NEW MEXICO,FEC ID C00733469,US,,29,56000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03589844304354344961,ANDY CALDWELL FOR CONGRESS,FEC ID C00715060,US,,70,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14443519406317240321,COMMITEE TO ELECT JOHN COLLICK,FEC ID C00703835,US,,4,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14947161977414221825,REPUBLICAN PARTY OF IOWA,FEC ID C00014498,US,,64,230600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11191332133555666945,Cisneros for Congress,FEC ID C00850420,US,,48,660500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15423601565688135681,PHIL HEIMLICH FOR CONGRESS,FEC ID C00858811,US,,30,15200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05151748950121775105,CALIFORNIA DEMOCRATIC PARTY,FEC ID C00105668,US,,24,152500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00528668692695744513,TARKANIAN FOR NEVADA,FEC ID H2NV02544,US,,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14069519701495513089,MONTANA DEMOCRATIC PARTY,FEC ID C00010033,US,,112,73400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10190646363230830593,JOSH RILEY FOR CONGRESS,FEC ID C00793760,US,,27,111300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07619721545920806913,TULSI FOR HAWAI'I,FEC ID C00497396,US,,7,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17361091377684807681,JOSH HARDER FOR CONGRESS,FEC ID C00639146,US,,207,562600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13479749086059954177,THE 60 PLUS ASSOCIATION,FEC ID C90011685,US,,10,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18240419204928897025,JESSE REISING FOR CONGRESS,FEC ID C00801670,US,,1,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17923957493344501761,CHRIS PAPPAS FOR CONGRESS,FEC ID C00660464,US,,39,240600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15494486771093209089,SCHNEIDER FOR CONGRESS,FEC ID C00495952,US,,7,116700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17842976537813450753,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,FEC ID C00031054,US,,43,83900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16025273535500910593,FRIENDS OF DAVE BRAT INC.,FEC ID C00554949,US,,136,61000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16502029748763885569,BEN SAMUELS FOR CONGRESS,FEC ID C00784074,US,,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01806418851915628545,REBUILD USA PAC,FEC ID C00676338,US,,1,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07233256402897076225,MAGGIE TOULOUSE OLIVER FOR SENATE,FEC ID C00703256,US,,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13006026700255920129,WENDY DAVIS FOR CONGRESS,FEC ID C00713297,US,,198,182700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00036504198359023617,"RESTORE OUR HEALTHCARE, INC.",FEC ID C00690800,US,,6,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12858567897319997441,MATTHEW FOLDI FOR CONGRESS,FEC ID C00812933,US,,7,16300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16536848808114388993,PEOPLE FOR BEN,FEC ID C00443689,US,,29,56100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17712961658650886145,Hill Harper for Michigan,FEC ID C00844985,US,,21,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04718245600150159361,FLORIDA TRUST,FEC ID C00814327,US,,1,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02450433598629609473,AUDREY DENNEY FOR CONGRESS,FEC ID C00664409,US,,10,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00594950552152965121,THE MARKEY COMMITTEE,FEC ID C00196774,US,,76,252600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05643485734435291137,AMERICAN ACADEMY OF OPHTHALMOLOGY INC POLITICAL COMMITTEE (OPHTHPAC),FEC ID C70003785,US,,12,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12774569813162852353,democracyFirst PAC,FEC ID C00808998,US,,5,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16639389537398685697,RE-ELECT MCGOVERN COMMITTEE,FEC ID C00285171,US,,10,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04390640613096161281,BLUESHIFT MEDIA,FEC ID C00679084,US,,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12933969106217992193,Progressive Turnout Project,FEC ID C00580068,US,,710,1777000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09655348577492271105,KEEP KENTUCKY GREAT,FEC ID C00742494,US,,58,570800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06503673263263055873,THE LINCOLN PROJECT,FEC ID C00725820,US,,1105,3056000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17248417549238927361,CLUB FOR GROWTH,FEC ID C90009945,US,,22,30800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07572106129728077825,Qasim for Congress,FEC ID C00844522,US,,6,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17195218778640613377,NOT OUR FAITH,FEC ID C00760728,US,,2,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06126862107209105409,FRIENDS OF DAN KILDEE,FEC ID C00499947,US,,73,262100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15251258821750816769,Vote Baumgartner for Congress,FEC ID C00870758,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05021228398689648641,COMMITTEE TO ELECT MAURO GARZA FOR US CONGRESS,FEC ID C00663435,US,,3,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17915794719019892737,RICHARD BEW FOR CONGRESS,FEC ID C00698407,US,,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03562822706590121985,SABATINI FOR CONGRESS,FEC ID C00771949,US,,1,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01749054237918101505,MAD 4 PA PAC,FEC ID C00670844,US,,2,21400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03860060281996574721,COMMITTEE TO ELECT DAN KOH,FEC ID C00654509,US,,1,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14078933445174624257,Griffie for Congress,FEC ID C00799700,US,,5,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08345240581340921857,Fairshake,FEC ID C00835959,US,,2,321500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11825178974693097473,"DONALD J. TRUMP FOR PRESIDENT, INC.",FEC ID C00580100,US,,27251,83424900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12396998688415678465,MIKE GARCIA FOR CONGRESS,FEC ID C00701102,US,,7,26300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03186011550536171521,DELUZIO FOR CONGRESS,FEC ID C00799239,US,,5,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04823070015085346817,CATALINA FOR CONGRESS,FEC ID C00770347,US,,18,72200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05661500132944773121,BUCK FOR COLORADO,FEC ID C00573378,US,,77,26500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05601908423785447425,WIN IT BACK PAC,FEC ID C00844613,US,,14,34400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18157840865161117697,Fair Courts America,FEC ID C00805283,"AT, BE, BG, CZ, DE, DK, ES, FI, FR, GR, HR, IE, IT, NL, PL, RO, SE, SK, US",,109,200300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17199675683383541761,COMMITTEE TO ELECT SHOMARI FIGURES FOR CONGRESS,FEC ID C00856237,US,,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05769586524001665025,Robert Aderholt for Congress,FEC ID C00313247,US,,1,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15988619391243649025,Paul Gosar for Congress,FEC ID C00461806,US,,20,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17395013991461289985,Kelly For Alaska,FEC ID S2AK00127,US,,6,65400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14579980584714502145,Lily4Congress Committee,FEC ID C00800458,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09228351037822205953,"DR JAY FOR CONGRESS, INC.",FEC ID C00728675,US,,8,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05584938939279474689,FACTPAC,FEC ID C00753632,US,,5,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08665707298389229569,KELLY COOPER FOR CONGRESS,FEC ID C00792085,US,,3,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16122517642396303361,COMMITTEE TO ELECT LEIGH BROWN,FEC ID C00700641,US,,24,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15565290303400181761,AARON BEAN FOR CONGRESS,FEC ID C00816983,US,,11,20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03189023937518370817,EMILY'S LIST,FEC ID C00193433,US,,409,228700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06565669432553635841,Alek for Oregon,FEC ID H0OR04107,US,,12,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00042662356827766785,LATEEFAH FOR CONGRESS,FEC ID C00834291,US,,5,50200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07571026374949863425,JOHN BOLTON SUPER PAC,FEC ID C00542464,US,,18,39500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12356444576414695425,Dan Goldman for New York,FEC ID C00816660,US,,13,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12452928371019481089,TAYLOR FOR CONGRESS 2020,FEC ID C00733394,US,,52,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04190235033883115521,1199 SERVICE EMPLOYEES INT'L UNION FEDERAL POLITICAL ACTION FUND,FEC ID C00348540,US,,119,394100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09403146998359523329,Indiana Democratic Congressional Victory Committee,FEC ID C00108613,US,,5,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05719202503170457601,NATE MCMURRAY FOR CONGRESS,FEC ID C00666453,US,,12,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17311467944022114305,TAMMY BALDWIN FOR SENATE,FEC ID C00326801,US,,187,1081000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05842634778016219137,NEW REPUBLICAN PAC,FEC ID C00544544,US,,5,61700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
